Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,meal type,car parking,room type,lead time,market cluster,repeated,prev canc,not prev canc,price,special requests,date of reservation,status,number of people,number of nights,month,year
INN18405,2,0,2,2,Meal Plan 1,0,Room_Type 1,160,Online,0,0,0,99.45,1,5/22/2018,Not_Canceled,2,4,5,2018
INN18406,2,0,0,4,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,76.0,1,5/4/2018,Not_Canceled,2,4,5,2018
INN18407,2,0,0,4,Meal Plan 1,0,Room_Type 2,201,Online,0,0,0,81.82,0,7/12/2018,Canceled,2,4,7,2018
INN18408,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,74.88,1,10/23/2017,Not_Canceled,2,3,10,2017
INN18409,2,2,2,4,Meal Plan 1,0,Room_Type 6,156,Online,0,0,0,170.28,0,8/17/2018,Canceled,4,6,8,2018
INN18411,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,90.0,0,10/5/2018,Canceled,2,5,10,2018
INN18412,2,0,1,4,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,91.48,1,7/13/2018,Not_Canceled,2,5,7,2018
INN18413,2,0,0,2,Not Selected,0,Room_Type 1,44,Online,0,0,0,89.1,0,6/22/2018,Canceled,2,2,6,2018
INN18414,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,84.0,0,9/14/2017,Not_Canceled,2,3,9,2017
INN18415,2,0,1,3,Not Selected,0,Room_Type 1,21,Online,0,0,0,129.0,1,10/3/2018,Not_Canceled,2,4,10,2018
INN18416,1,0,2,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,133.65,1,6/17/2018,Not_Canceled,1,4,6,2018
INN18417,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,97.0,1,12/8/2017,Not_Canceled,2,1,12,2017
INN18418,2,0,1,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,145.8,1,9/21/2017,Not_Canceled,2,3,9,2017
INN18419,1,0,1,0,Meal Plan 1,0,Room_Type 1,32,Corporate,0,0,0,95.0,0,10/10/2018,Not_Canceled,1,1,10,2018
INN18420,2,0,2,1,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,76.5,1,7/26/2017,Canceled,2,3,7,2017
INN18421,2,0,2,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,89.89,0,12/3/2018,Not_Canceled,2,4,12,2018
INN18422,2,0,0,3,Meal Plan 1,0,Room_Type 4,47,Offline,0,0,0,60.0,0,11/11/2017,Not_Canceled,2,3,11,2017
INN18423,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,6/6/2018,Not_Canceled,1,4,6,2018
INN18424,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,108.0,0,10/16/2017,Canceled,2,1,10,2017
INN18425,2,0,2,1,Not Selected,0,Room_Type 1,59,Online,0,0,0,67.5,0,3/13/2018,Not_Canceled,2,3,3,2018
INN18426,2,0,2,3,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,117.9,1,7/1/2018,Not_Canceled,2,5,7,2018
INN18427,1,0,0,3,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,140.4,1,5/31/2018,Not_Canceled,1,3,5,2018
INN18429,2,0,1,2,Not Selected,0,Room_Type 1,56,Online,0,0,0,116.1,1,5/13/2018,Not_Canceled,2,3,5,2018
INN18430,2,0,1,2,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,75.0,0,12/2/2018,Not_Canceled,2,3,12,2018
INN18431,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,0,100.0,0,5/19/2018,Not_Canceled,2,2,5,2018
INN18432,2,0,1,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,161.5,2,9/8/2018,Not_Canceled,2,4,9,2018
INN18433,1,0,0,4,Not Selected,0,Room_Type 1,1,Online,0,0,0,121.5,1,6/14/2018,Not_Canceled,1,4,6,2018
INN18434,1,0,0,3,Not Selected,0,Room_Type 1,138,Online,0,0,0,82.2,2,11/30/2018,Not_Canceled,1,3,11,2018
INN18435,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,10/15/2017,Not_Canceled,1,2,10,2017
INN18436,1,0,1,1,Meal Plan 1,0,Room_Type 4,5,Aviation,1,2,1,110.0,0,9/12/2018,Not_Canceled,1,2,9,2018
INN18437,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2/28/2018,Canceled,1,3,2,2018
INN18438,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,151.0,1,8/5/2018,Not_Canceled,2,4,8,2018
INN18439,2,1,0,2,Meal Plan 1,0,Room_Type 6,2,Offline,0,0,0,144.8,0,11/25/2018,Not_Canceled,3,2,11,2018
INN18440,2,1,2,3,Meal Plan 1,0,Room_Type 4,40,Offline,0,0,0,60.0,1,11/1/2017,Not_Canceled,3,5,11,2017
INN18441,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,80.0,0,5/4/2018,Not_Canceled,2,3,5,2018
INN18442,2,0,1,3,Meal Plan 1,0,Room_Type 1,240,Online,0,0,0,90.95,2,10/27/2018,Not_Canceled,2,4,10,2018
INN18443,2,0,2,3,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,76.5,0,8/23/2017,Not_Canceled,2,5,8,2017
INN18444,2,0,1,1,Meal Plan 2,0,Room_Type 4,76,Online,0,0,0,146.8,3,11/19/2018,Not_Canceled,2,2,11,2018
INN18445,2,0,1,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,126.0,1,5/9/2018,Not_Canceled,2,2,5,2018
INN18447,2,0,2,3,Meal Plan 1,0,Room_Type 2,73,Online,0,0,0,72.12,1,3/17/2018,Canceled,2,5,3,2018
INN18448,2,0,1,3,Meal Plan 1,0,Room_Type 1,143,Online,0,0,0,129.6,0,9/22/2018,Canceled,2,4,9,2018
INN18449,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,9/28/2018,Not_Canceled,2,4,9,2018
INN18450,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,129.7,0,9/25/2018,Not_Canceled,1,1,9,2018
INN18451,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Offline,0,0,0,100.0,0,5/20/2018,Canceled,2,2,5,2018
INN18452,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,70.0,0,12/9/2017,Not_Canceled,2,4,12,2017
INN18453,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,10/12/2018,Canceled,2,3,10,2018
INN18454,2,1,1,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,145.9,0,8/25/2018,Canceled,3,4,8,2018
INN18455,2,0,2,0,Meal Plan 1,1,Room_Type 1,2,Online,0,0,0,80.6,0,1/3/2018,Not_Canceled,2,2,1,2018
INN18456,1,0,1,4,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,78.2,0,3/2/2018,Canceled,1,5,3,2018
INN18457,2,0,0,2,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,140.4,1,5/26/2018,Canceled,2,2,5,2018
INN18458,1,0,0,2,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,81.9,0,4/1/2018,Not_Canceled,1,2,4,2018
INN18459,2,0,1,3,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,149.4,2,9/19/2018,Not_Canceled,2,4,9,2018
INN18461,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,6/15/2018,Canceled,1,2,6,2018
INN18462,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,2/28/2018,Canceled,1,3,2,2018
INN18463,2,1,1,4,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,156.15,3,9/19/2018,Not_Canceled,3,5,9,2018
INN18464,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,152.0,0,9/23/2017,Not_Canceled,2,1,9,2017
INN18465,2,0,2,1,Meal Plan 1,0,Room_Type 4,283,Online,0,0,0,111.3,1,10/23/2018,Canceled,2,3,10,2018
INN18466,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,65.0,0,10/17/2017,Not_Canceled,2,3,10,2017
INN18467,2,1,0,2,Meal Plan 1,1,Room_Type 1,17,Online,0,0,0,178.0,2,7/26/2018,Not_Canceled,3,2,7,2018
INN18468,1,0,3,7,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,76.59,0,12/2/2018,Not_Canceled,1,10,12,2018
INN18469,2,1,0,2,Meal Plan 1,1,Room_Type 1,50,Online,0,0,0,144.0,2,10/5/2018,Not_Canceled,3,2,10,2018
INN18470,3,0,2,4,Meal Plan 1,0,Room_Type 4,288,Online,0,0,0,107.38,0,12/25/2018,Not_Canceled,3,6,12,2018
INN18471,2,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,118.0,2,8/17/2018,Not_Canceled,2,1,8,2018
INN18472,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,91.0,1,6/23/2018,Not_Canceled,2,1,6,2018
INN18474,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,9/18/2017,Not_Canceled,2,2,9,2017
INN18475,2,0,1,1,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,95.0,0,9/17/2018,Not_Canceled,2,2,9,2018
INN18476,2,0,0,4,Meal Plan 1,0,Room_Type 1,153,Offline,0,0,0,89.76,0,10/19/2018,Canceled,2,4,10,2018
INN18477,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,Offline,0,0,0,100.0,0,6/3/2018,Not_Canceled,2,2,6,2018
INN18478,2,1,2,5,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,122.0,2,12/21/2018,Canceled,3,7,12,2018
INN18479,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,136.67,2,9/29/2017,Not_Canceled,2,3,9,2017
INN18480,3,0,0,3,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,105.0,1,4/5/2018,Not_Canceled,3,3,4,2018
INN18481,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,99.0,0,1/3/2018,Not_Canceled,2,1,1,2018
INN18482,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,135.9,2,9/9/2018,Not_Canceled,2,1,9,2018
INN18483,2,0,0,3,Not Selected,0,Room_Type 1,36,Online,0,0,0,109.0,2,10/25/2018,Not_Canceled,2,3,10,2018
INN18484,2,0,2,2,Not Selected,0,Room_Type 1,85,Online,0,0,0,94.5,0,7/17/2018,Canceled,2,4,7,2018
INN18485,2,2,2,0,Meal Plan 1,0,Room_Type 6,134,Online,0,0,0,177.3,0,7/24/2018,Canceled,4,2,7,2018
INN18486,1,0,0,3,Not Selected,0,Room_Type 1,25,Online,0,0,0,129.0,0,5/10/2018,Not_Canceled,1,3,5,2018
INN18487,2,0,0,1,Meal Plan 1,0,Room_Type 1,258,Online,0,0,0,106.2,1,9/29/2018,Canceled,2,1,9,2018
INN18488,3,0,0,3,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,137.7,1,4/7/2018,Not_Canceled,3,3,4,2018
INN18489,2,0,0,3,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,131.4,1,8/25/2018,Not_Canceled,2,3,8,2018
INN18490,2,0,1,2,Not Selected,0,Room_Type 1,52,Online,0,0,0,108.0,0,10/17/2018,Canceled,2,3,10,2018
INN18491,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,58.0,0,12/20/2017,Not_Canceled,2,3,12,2017
INN18492,3,0,0,1,Meal Plan 1,0,Room_Type 4,146,Online,0,0,0,146.7,2,7/8/2018,Not_Canceled,3,1,7,2018
INN18493,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,1,65.0,0,9/19/2018,Not_Canceled,1,1,9,2018
INN18494,2,0,3,7,Meal Plan 1,0,Room_Type 2,232,Online,0,0,0,81.82,2,8/1/2018,Canceled,2,10,8,2018
INN18495,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,144.0,0,5/5/2018,Not_Canceled,2,3,5,2018
INN18498,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,0,0,0,94.5,0,8/15/2017,Not_Canceled,2,3,8,2017
INN18499,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,87.3,0,1/24/2018,Not_Canceled,2,3,1,2018
INN18500,2,0,2,3,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,68.07,1,12/1/2018,Not_Canceled,2,5,12,2018
INN18501,2,0,0,3,Not Selected,0,Room_Type 1,157,Online,0,0,0,85.5,0,6/30/2018,Canceled,2,3,6,2018
INN18502,1,0,1,0,Meal Plan 1,1,Room_Type 1,26,Corporate,0,0,0,65.0,0,8/8/2018,Not_Canceled,1,1,8,2018
INN18503,2,0,0,1,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,140.4,0,5/14/2018,Canceled,2,1,5,2018
INN18504,1,0,1,0,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,90.0,0,9/25/2018,Canceled,1,1,9,2018
INN18505,2,0,2,3,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,166.8,2,10/15/2018,Not_Canceled,2,5,10,2018
INN18506,1,0,1,0,Meal Plan 1,0,Room_Type 5,0,Online,0,0,0,156.0,0,10/3/2018,Not_Canceled,1,1,10,2018
INN18507,2,1,0,1,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,121.5,1,7/16/2018,Not_Canceled,3,1,7,2018
INN18508,3,0,2,1,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,127.33,0,9/25/2018,Canceled,3,3,9,2018
INN18509,2,1,2,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,114.09,0,11/5/2018,Canceled,3,3,11,2018
INN18510,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,Offline,0,0,0,72.25,0,7/1/2018,Not_Canceled,2,3,7,2018
INN18511,2,1,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,123.5,3,8/21/2017,Not_Canceled,3,2,8,2017
INN18512,2,0,0,4,Not Selected,0,Room_Type 1,179,Online,0,0,0,80.1,1,10/26/2018,Not_Canceled,2,4,10,2018
INN18513,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,112.2,0,10/5/2017,Not_Canceled,2,2,10,2017
INN18514,3,0,1,1,Meal Plan 1,0,Room_Type 1,169,Online,0,0,0,137.7,0,8/22/2018,Canceled,3,2,8,2018
INN18515,2,1,1,1,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,83.05,0,12/26/2018,Not_Canceled,3,2,12,2018
INN18516,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,Offline,0,0,0,90.0,0,4/27/2018,Canceled,2,6,4,2018
INN18517,2,0,2,6,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,94.5,1,10/23/2017,Not_Canceled,2,8,10,2017
INN18518,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,65.91,0,12/5/2017,Not_Canceled,2,3,12,2017
INN18519,2,0,2,1,Not Selected,0,Room_Type 1,28,Online,0,0,0,134.37,1,8/21/2018,Not_Canceled,2,3,8,2018
INN18520,2,0,0,2,Meal Plan 1,1,Room_Type 1,30,Online,0,0,0,144.9,1,7/12/2018,Not_Canceled,2,2,7,2018
INN18522,2,0,0,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,159.0,3,9/22/2018,Not_Canceled,2,1,9,2018
INN18523,1,0,1,1,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,72.0,0,8/15/2018,Canceled,1,2,8,2018
INN18524,2,0,0,4,Not Selected,0,Room_Type 1,57,Online,0,0,0,76.76,0,3/30/2018,Canceled,2,4,3,2018
INN18525,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,139.5,2,9/29/2018,Not_Canceled,2,3,9,2018
INN18526,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,73.9,0,1/6/2018,Not_Canceled,1,1,1,2018
INN18527,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,91.38,1,11/20/2018,Not_Canceled,2,4,11,2018
INN18528,1,0,0,1,Not Selected,0,Room_Type 1,28,Online,0,0,0,87.01,1,10/19/2018,Not_Canceled,1,1,10,2018
INN18529,2,0,0,1,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,84.24,0,5/19/2018,Canceled,2,1,5,2018
INN18530,3,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,98.0,1,8/7/2018,Not_Canceled,3,1,8,2018
INN18531,1,0,1,3,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,130.0,0,5/16/2018,Not_Canceled,1,4,5,2018
INN18532,1,0,0,1,Meal Plan 1,1,Room_Type 4,14,Corporate,1,0,6,119.0,1,9/28/2018,Not_Canceled,1,1,9,2018
INN18533,1,0,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,68.0,0,7/4/2017,Canceled,1,3,7,2017
INN18534,1,0,1,3,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,115.6,0,5/16/2018,Canceled,1,4,5,2018
INN18536,2,0,1,2,Meal Plan 1,0,Room_Type 4,14,Offline,0,0,0,98.67,1,10/30/2017,Not_Canceled,2,3,10,2017
INN18537,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,126.0,2,10/20/2017,Not_Canceled,2,3,10,2017
INN18538,3,0,1,4,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,134.47,2,4/25/2018,Not_Canceled,3,5,4,2018
INN18539,1,1,0,3,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,92.4,0,5/4/2018,Not_Canceled,2,3,5,2018
INN18540,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,139.0,1,10/7/2017,Not_Canceled,1,3,10,2017
INN18541,2,0,1,2,Meal Plan 1,0,Room_Type 4,105,Online,0,0,0,118.8,1,7/15/2018,Not_Canceled,2,3,7,2018
INN18542,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,91.0,0,4/7/2018,Not_Canceled,1,1,4,2018
INN18543,2,0,0,3,Not Selected,0,Room_Type 1,100,Online,0,0,0,91.5,0,4/27/2018,Canceled,2,3,4,2018
INN18544,2,1,2,6,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,114.43,1,12/27/2018,Not_Canceled,3,8,12,2018
INN18545,2,0,1,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,90.23,1,10/31/2018,Not_Canceled,2,4,10,2018
INN18546,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,6/5/2018,Canceled,1,4,6,2018
INN18547,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,109.0,1,7/29/2018,Not_Canceled,2,1,7,2018
INN18549,3,0,1,3,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,151.2,2,10/17/2018,Not_Canceled,3,4,10,2018
INN18550,2,0,0,2,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,175.0,2,10/7/2018,Not_Canceled,2,2,10,2018
INN18551,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,Offline,0,0,0,75.0,0,12/3/2017,Not_Canceled,2,3,12,2017
INN18552,3,0,1,3,Meal Plan 1,0,Room_Type 4,246,Online,0,0,0,104.55,0,12/26/2018,Not_Canceled,3,4,12,2018
INN18553,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,139.0,0,3/20/2018,Not_Canceled,2,1,3,2018
INN18555,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,121.67,1,5/16/2018,Not_Canceled,2,3,5,2018
INN18556,2,0,1,5,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,135.9,1,8/15/2018,Not_Canceled,2,6,8,2018
INN18557,2,1,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,75.0,0,11/15/2018,Not_Canceled,3,3,11,2018
INN18558,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,72.07,1,2/4/2018,Not_Canceled,2,2,2,2018
INN18559,3,0,0,2,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,137.7,1,4/22/2018,Canceled,3,2,4,2018
INN18560,2,0,0,1,Not Selected,0,Room_Type 1,143,Online,0,0,0,85.5,0,8/26/2018,Not_Canceled,2,1,8,2018
INN18561,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,95.0,0,6/24/2018,Not_Canceled,1,2,6,2018
INN18562,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,85.0,0,4/22/2018,Canceled,2,3,4,2018
INN18563,2,0,2,3,Meal Plan 1,0,Room_Type 1,208,Online,0,0,0,96.3,0,10/22/2018,Canceled,2,5,10,2018
INN18564,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,110.0,2,4/7/2018,Not_Canceled,2,1,4,2018
INN18565,2,0,1,4,Meal Plan 2,0,Room_Type 4,37,Online,0,0,0,99.48,3,11/14/2018,Not_Canceled,2,5,11,2018
INN18566,1,0,2,3,Meal Plan 1,0,Room_Type 1,212,Offline,0,0,0,70.0,1,5/20/2018,Not_Canceled,1,5,5,2018
INN18568,3,0,1,3,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,159.3,0,8/29/2018,Canceled,3,4,8,2018
INN18569,2,0,2,1,Not Selected,0,Room_Type 1,197,Online,0,0,0,82.5,0,10/30/2018,Canceled,2,3,10,2018
INN18570,2,0,0,4,Meal Plan 1,1,Room_Type 2,232,Online,0,0,0,105.25,1,7/12/2018,Canceled,2,4,7,2018
INN18571,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,126.9,0,5/7/2018,Not_Canceled,2,1,5,2018
INN18572,3,0,0,3,Meal Plan 2,0,Room_Type 1,103,Offline,0,0,0,159.84,1,9/6/2018,Not_Canceled,3,3,9,2018
INN18573,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,1/19/2018,Not_Canceled,1,2,1,2018
INN18574,1,0,2,2,Meal Plan 1,0,Room_Type 4,29,Online,0,0,0,130.8,0,6/18/2018,Canceled,1,4,6,2018
INN18575,3,0,1,5,Meal Plan 1,0,Room_Type 1,130,Online,0,0,0,125.51,2,6/28/2018,Not_Canceled,3,6,6,2018
INN18576,3,0,2,2,Meal Plan 1,0,Room_Type 4,100,Online,0,0,0,150.3,1,8/26/2018,Not_Canceled,3,4,8,2018
INN18577,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76.0,0,2/27/2018,Not_Canceled,1,4,2,2018
INN18578,2,0,2,2,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,117.9,1,8/21/2018,Not_Canceled,2,4,8,2018
INN18579,3,0,0,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,105.0,0,11/11/2018,Not_Canceled,3,2,11,2018
INN18580,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,129.7,0,9/25/2018,Not_Canceled,1,1,9,2018
INN18581,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled,2,2,10,2017
INN18583,2,1,1,3,Meal Plan 1,0,Room_Type 1,160,Online,0,0,0,110.5,2,7/18/2018,Canceled,3,4,7,2018
INN18584,2,0,2,2,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,96.3,0,8/26/2018,Canceled,2,4,8,2018
INN18585,2,0,1,2,Meal Plan 1,1,Room_Type 1,6,Online,0,0,0,101.0,1,3/21/2018,Not_Canceled,2,3,3,2018
INN18586,2,1,0,1,Not Selected,0,Room_Type 1,11,Online,0,0,0,92.5,1,12/25/2017,Not_Canceled,3,1,12,2017
INN18587,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,9/30/2018,Canceled,2,3,9,2018
INN18588,2,0,2,1,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,101.0,0,4/3/2018,Canceled,2,3,4,2018
INN18590,2,0,2,1,Meal Plan 1,0,Room_Type 1,130,Offline,0,0,0,80.75,0,9/3/2018,Not_Canceled,2,3,9,2018
INN18591,2,1,2,1,Meal Plan 1,0,Room_Type 1,70,Online,0,0,0,109.8,2,12/25/2018,Not_Canceled,3,3,12,2018
INN18592,2,0,0,4,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,73.95,0,3/15/2018,Canceled,2,4,3,2018
INN18593,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,80.0,0,2/16/2018,Not_Canceled,2,3,2,2018
INN18594,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,6/12/2018,Canceled,1,6,6,2018
INN18595,2,0,2,3,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,73.95,2,3/3/2018,Not_Canceled,2,5,3,2018
INN18596,2,0,0,2,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,154.0,2,10/28/2018,Not_Canceled,2,2,10,2018
INN18597,3,0,0,1,Meal Plan 1,0,Room_Type 5,30,Offline,0,0,0,163.62,0,8/6/2018,Not_Canceled,3,1,8,2018
INN18598,2,0,0,3,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,70.44,2,10/27/2018,Canceled,2,3,10,2018
INN18599,2,0,2,6,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,97.93,1,9/2/2017,Not_Canceled,2,8,9,2017
INN18601,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,104.0,1,11/18/2018,Not_Canceled,2,2,11,2018
INN18602,2,0,0,3,Not Selected,0,Room_Type 1,260,Online,0,0,0,113.4,0,9/22/2018,Canceled,2,3,9,2018
INN18604,1,0,1,0,Meal Plan 1,0,Room_Type 1,141,Offline,0,0,0,80.0,0,9/20/2017,Not_Canceled,1,1,9,2017
INN18605,2,0,0,2,Not Selected,0,Room_Type 1,1,Online,0,0,0,80.0,1,1/29/2018,Not_Canceled,2,2,1,2018
INN18606,2,0,2,2,Meal Plan 1,0,Room_Type 1,67,Offline,0,0,0,75.0,0,11/25/2018,Not_Canceled,2,4,11,2018
INN18607,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Offline,0,0,0,115.0,1,6/15/2018,Canceled,2,2,6,2018
INN18608,2,0,2,3,Meal Plan 1,0,Room_Type 4,116,Online,0,0,0,143.1,3,9/18/2018,Not_Canceled,2,5,9,2018
INN18609,1,0,2,5,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,108.9,1,8/8/2018,Canceled,1,7,8,2018
INN18610,2,0,0,2,Meal Plan 1,0,Room_Type 1,33,Complementary,0,0,0,70.0,0,9/28/2018,Not_Canceled,2,2,9,2018
INN18611,1,0,6,14,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,108.35,0,2/12/2018,Canceled,1,20,2,2018
INN18613,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,68.42,0,4/19/2018,Not_Canceled,2,3,4,2018
